,DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
1456,82010700-01,2013,-3.38263968,0.522959461,1.2935,1.015170585,0,6,2,12,0,0,1,1,0,0,0,2,7,8,2,Sunfish Lake,Lower St. Croix River,-92.89160242,44.99924011,20,19,3.3,3.52631579,D,Sunfish Lake-2,158,3.155443038,5.522689918999999,0,0,327700,420000.0,1772.0,2780.0,4,0,94,102,0,159950.0,177375.0,,,0,0
779,27015300-01,2008,-1.87260551,0.7227585390000001,0.405454546,0.123964804,2,4,5,0,0,1,0,0,0,0,3,1,6,1,0,Ardmore Lake,South Fork Crow River,-93.63667751,45.03286713,11,11,2.272727273,2.454545455,F,Ardmore Lake-1,310,0.459741936,1.030246427,0,0,255000,319500.0,0.0,0.0,0,0,247,0,0,149951.5,141900.0,2179.0,2284.0,4,0
1147,82002800-01,2013,-3.680372259,0.23316758,2.2825,0.21685248399999998,0,2,6,4,0,0,0,0,0,0,0,9,3,0,0,Staples Lake,Lower St. Croix River,-92.8547918,45.18394056,12,12,3.166666667,2.25,F,Staples Lake-1,34,9.816470588,7.4578491829999995,0,0,327700,116375.0,1230.0,848.0,4,0,24,28,0,193000.0,110000.0,,,0,0
59,02013300-01,2010,-3.0347651239999998,1.291947189,4.125,0.34604913,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,East Twin Lake,Rum River,-93.50291903,45.33357062,6,6,1.0,1.0,F,East Twin Lake-1,83,,,0,0,207600,206000.0,1062.0,1556.0,0,0,43,0,0,182000.0,310642.0,2870.5,2356.5,2,0
974,70007400-01,2009,-1.056252804,0.773421288,,,3,1,0,7,0,0,0,0,0,0,2,2,2,0,5,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,11,11,3.0,3.3636363639999995,F,Dean Lake-1,635,1.3915748030000001,8.852503008,0,0,238100,283700.0,1008.0,726.0,2,0,401,0,0,293463.0,103907.0,,,0,0
549,19009500-01,2008,-2.888747057,0.20815094899999997,0.925,0.309569594,0,0,1,3,0,0,0,0,0,0,0,3,1,0,0,Seidl Lake,Mississippi River - Twin Cities,-93.05329582,44.88348937,4,4,3.75,2.25,F,Seidl Lake-1,665,0.34510101,1.048451395,0,0,234900,110500.0,1815.0,834.0,0,8,608,598,8,225855.0,104282.75,2517.0,1053.0,9,0
251,10008800-01,2008,-1.904334245,0.415444374,1.184615385,0.558041447,0,2,1,7,3,1,0,0,0,0,0,4,2,7,0,Hydes Lake,Lower Minnesota River,-93.87281084,44.81445097,13,13,3.8461538460000004,3.230769231,F,Hydes Lake-1,56,13.26839286,21.40009361,1,1,530800,217900.0,1584.0,2396.5,6,0,25,0,0,140000.0,278000.0,4029.0,2378.0,0,0
181,10002900-01,2007,-1.559271443,0.40459043,0.554545455,0.24233710600000002,0,5,4,1,1,1,0,0,0,0,0,5,1,4,1,Miller Lake,Lower Minnesota River,-93.74305702,44.78713912,11,11,2.8181818180000002,3.0909090910000003,F,Miller Lake-1,5,118.36,38.59054807,2,2,1413800,1420800.0,1836.0,5943.5,3,0,1,0,0,410000.0,0.0,2993.0,3447.0,0,0
904,62007200-01,2008,-3.1790096739999996,0.30703856399999996,1.307692308,0.49575117799999996,3,7,1,0,0,0,0,1,0,0,4,5,4,0,0,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,11,13,1.8181818180000002,2.0,C,Karth Lake-1,813,,,0,0,307300,194000.0,1892.0,1113.0,0,10,735,781,0,191500.0,151810.0,3416.0,2320.0,16,0
910,62007200-01,2014,-3.575809198,0.31916716100000003,1.585714286,0.531843156,0,0,5,9,0,0,0,0,1,0,0,3,7,4,0,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,14,14,3.642857143,3.071428571,B,Karth Lake-1,813,0.42065190700000005,1.07674006,0,0,245900,175600.0,1912.0,1165.0,0,6,710,780,0,206500.0,191000.0,3684.0,2892.0,24,0
67,02058500-01,2014,-2.931671674,0.416244004,0.91,0.179195734,0,0,0,10,0,0,0,1,0,0,0,4,5,1,0,Lochness Lake,Mississippi River - Twin Cities,-93.15409272,45.17252825,10,10,4.0,2.7,C,Lochness Lake-1,30,10.96733333,13.09183239,0,0,259300,106800.0,1256.0,2388.0,0,0,20,0,0,425000.0,1193000.0,3470.5,1460.75,0,0
1588,82013401-01,2008,-3.238931348,0.278467672,1.472727273,0.371728151,0,0,0,3,8,0,0,0,1,0,0,4,4,1,2,Lost Lake,Mississippi River - Twin Cities,-92.96992376,45.05205944,11,11,4.727272727,3.0909090910000003,B,Lost Lake-1,259,1.1072799999999998,2.5724725580000003,0,0,325400,198500.0,0.0,0.0,0,259,0,0,0,195000.0,150800.0,325400.0,220600.0,2,0
833,27066100-01,2006,-2.765445464,0.701594217,0.78875,0.154498035,0,0,0,1,8,0,1,0,0,0,0,1,4,3,1,South Oak Lake,Mississippi River - Twin Cities,-93.37042248,44.93426779,9,9,4.8888888889999995,3.4444444439999997,D,South Oak Lake-1,209,,,0,0,192000,50250.0,0.0,0.0,0,0,136,0,0,137650.0,133625.0,2200.0,1277.0,4,0
1001,70009500-01,2014,-3.784748085,0.39355166,1.871428571,0.804246969,9,5,0,0,0,0,0,0,1,0,7,7,0,0,0,O'Dowd Lake,Lower Minnesota River,-93.51540390000001,44.744893100000006,14,14,1.357142857,1.5,B,O'Dowd Lake-1,336,2.265744048,6.284801096,0,0,308800,399775.0,1332.0,1800.75,2,0,191,0,0,322500.0,334012.5,,,8,0
159,10001400-01,2012,-1.618534215,0.264971086,0.28214285699999997,0.123424133,0,0,1,11,2,1,0,0,0,0,0,0,2,12,0,Hazeltine Lake,Lower Minnesota River,-93.58762476,44.83768723,14,14,4.071428571,3.857142857,F,Hazeltine Lake-1,227,2.002242153,3.633489053,0,0,348200,729300.0,1752.0,6452.0,0,0,72,0,8,305000.0,467500.0,7066.0,29240.0,8,0
400,19002300-01,2013,-2.281136252,0.453413356,0.72,0.206881609,1,2,10,0,0,0,1,0,0,0,0,2,4,7,0,Farquar Lake,Mississippi River - Lake Pepin,-93.1646402,44.75863717,13,13,2.692307692,3.384615385,D,Farquar Lake-1,308,0.73409894,1.132955786,0,0,240650,161975.0,2495.0,1283.5,0,0,280,293,0,194500.0,131000.0,3058.0,2162.0,17,0
1308,82007600-01,2006,,,2.003,0.933198085,1,0,5,1,0,0,0,0,0,0,1,3,3,0,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,7,7,2.857142857,2.285714286,F,Barker Lake-1,8,85.035,11.62268041,0,0,939950,267975.0,0.0,1275.75,6,0,0,0,0,,,523.0,1943.0,0,0
891,62005800-01,2006,-2.660264464,0.211716497,1.4,0.6,0,0,0,3,0,0,0,1,0,0,0,0,1,2,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,3,3,4.0,3.666666667,C,Little Johanna Lake-1,259,,,0,0,289400,95600.0,1700.0,949.0,0,0,219,221,22,206900.0,125500.0,3056.0,1077.0,6,0
138,10001100-01,2011,-3.841949498,0.257247784,2.377777778,0.752957133,8,0,0,0,0,0,0,0,0,1,1,2,5,0,0,St. Joe Lake,Mississippi River - Twin Cities,-93.62296909,44.87564570000001,8,8,1.0,2.5,A,St. Joe Lake-1,312,0.816891026,1.7049018459999998,0,0,406850,225175.0,2253.0,1850.0,0,0,260,0,0,428313.0,304900.0,5312.0,3236.0,10,2
1686,82031300-01,2005,-3.376944007,0.22982161899999998,1.9133333330000002,0.27481595600000003,0,0,3,11,0,0,0,0,1,0,0,4,10,0,0,Goetschel Lake,Lower St. Croix River,-92.86728656,45.01620735,14,14,3.785714286,2.714285714,B,Goetschel Lake-1,172,1.885697674,4.46086342,0,0,484300,184050.0,0.0,0.0,0,0,172,0,0,364450.0,51100.0,3934.0,1314.0,0,0
1433,82010400-01,2010,-4.2484215160000005,0.308718762,4.533333333,1.081665383,3,0,0,0,0,0,0,0,0,1,7,0,0,0,0,Jane Lake,Lower St. Croix River,-92.92227254,45.01606807,3,7,1.0,1.0,A,Jane Lake-1,382,1.4022513090000002,1.951617045,0,0,337800,210200.0,1500.0,662.0,4,0,334,318,0,232500.0,251475.0,,,2,2
143,10001200-01,2010,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ann Lake,Lower Minnesota River,-93.55689623,44.87313144,0,0,,,A,Ann Lake-1,36,11.46444444,30.75178512,0,0,281700,63600.0,1688.0,820.0,2,0,0,0,0,191000.0,165000.0,3549.0,962.0,0,0
488,19003300-01,2004,-2.918985358,0.571935581,1.685,0.171318417,0,0,0,6,0,0,0,1,0,0,0,1,4,1,0,Earley Lake,Lower Minnesota River,-93.29337284,44.73975323,6,6,4.0,3.0,C,Earley Lake-1,314,0.492881356,1.340700207,0,0,256800,65800.0,2222.0,1099.0,0,2,249,273,8,236900.0,92116.0,2667.0,635.0,26,0
1480,82011200-01,2006,-2.6016223519999997,0.315445689,1.052142857,0.286199999,1,1,0,8,1,0,1,0,0,0,0,6,4,3,1,Rose Lake,Lower St. Croix River,-92.87012688,44.87117571,11,14,3.6363636360000005,2.928571429,D,Rose Lake-1,23,7.079166667000001,10.08002296,0,0,349200,316100.0,1720.0,2072.0,0,0,16,0,0,185700.0,61971.75,2786.0,554.0,0,0
764,27012300-01,2014,-2.453813854,0.034899651000000004,0.533333333,0.152752523,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,Laura Lake,North Fork Crow River,-93.51305045,45.21175365,3,3,3.0,3.0,F,Laura Lake-1,30,17.05642857,26.72207954,0,0,193000,74000.0,1373.0,1976.0,8,0,26,0,0,175050.0,250500.0,3915.0,1461.0,0,0
538,19008800-01,2011,-1.345096453,2.0448610019999998,0.566666667,0.21937411,0,0,0,9,0,1,0,0,0,0,3,1,1,1,0,Levander Pond,Mississippi River - Twin Cities,-93.06411512,44.90038921,9,6,4.0,2.0,F,Levander Pond-1,489,0.380625,0.618886305,0,0,155900,51600.0,1567.0,832.5,0,0,361,0,0,145000.0,92000.0,2082.0,639.5,11,0
793,27017500-01,2008,-1.93579387,0.37166209899999997,0.828571429,0.221466971,0,0,1,0,6,0,1,0,0,0,0,1,3,3,0,Henry Lake,Mississippi River - Twin Cities,-93.60666123,45.16812808,7,7,4.714285714,3.285714286,D,Henry Lake-1,45,14.87177778,33.87132974,0,0,316000,268000.0,0.0,0.0,2,0,25,0,0,167450.0,72100.0,4094.0,2664.5,2,0
540,19008800-01,2014,-1.884972245,0.866258045,1.0,0.0,0,0,0,6,0,0,0,0,0,0,2,0,0,1,3,Levander Pond,Mississippi River - Twin Cities,-93.06411512,44.90038921,6,6,4.0,3.5,F,Levander Pond-1,489,0.380625,0.618886305,0,0,161500,62100.0,1626.0,857.0,0,0,421,429,4,145000.0,92090.0,2058.0,936.0,11,0
829,27064500-01,2005,-2.3291255019999997,0.6242971939999999,0.78,0.27044936199999997,0,0,0,9,4,0,1,0,0,0,0,5,3,2,3,South Rice Lake,Mississippi River - Twin Cities,-93.33291166,45.00574348,13,13,4.307692308,3.230769231,D,South Rice Lake-1,284,,,0,0,278000,102000.0,0.0,0.0,0,0,272,0,0,151000.0,140900.0,3781.0,1424.0,8,0
1554,82012500-01,2011,-2.920206813,0.33903613,2.45,0.953818238,1,5,4,4,0,0,0,0,1,0,1,8,5,0,0,Pat Lake,Lower St. Croix River,-92.89177962,45.10283739,14,14,2.785714286,2.285714286,B,Pat Lake-1,30,9.478666667,3.729579558,0,0,427300,141200.0,2408.0,1267.0,0,0,28,30,0,422500.0,285000.0,,,0,0
1007,70012001-01,2011,-2.668501756,0.26306704,1.27,0.804238771,1,0,2,5,1,0,0,1,0,0,0,1,2,6,0,Thole Lake,Lower Minnesota River,-93.52933474,44.73782664,9,9,3.5555555560000003,3.5555555560000003,C,Thole Lake-1,275,,,0,0,344300,270200.0,1451.0,790.0,0,0,232,0,0,190000.0,262400.0,,,0,0
1407,82010100-01,2010,-3.3692387060000004,0.304086725,2.9,1.778442336,14,1,0,0,0,0,0,0,1,0,3,10,1,1,0,DeMontreville Lake,Lower St. Croix River,-92.93991097,45.02166106,15,15,1.066666667,2.0,B,DeMontreville Lake-1,258,1.794883721,8.211652641,0,0,310400,400400.0,1304.0,1986.0,0,0,182,162,0,289500.0,290000.0,,,0,0
949,70005400-01,2005,-2.508142548,0.46626176,1.515384615,1.1074340870000001,4,3,4,0,0,0,0,1,0,0,2,0,6,4,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,11,12,2.0,3.0,C,Spring Lake-1,612,0.356176471,0.51023927,0,0,204200,132700.0,1008.0,525.0,0,0,500,0,0,158500.0,125550.0,,,21,0
342,13002300-01,2012,-2.135516917,0.49302978299999994,1.17,0.880719403,3,0,2,3,2,0,1,0,0,0,3,2,1,2,2,Moody Lake,Lower St. Croix River,-92.86717247,45.30161606,10,10,3.1,2.8,D,Moody Lake-1,14,1.714285714,0.8947342909999999,0,0,13000,197700.0,0.0,1080.0,0,0,8,6,0,182500.0,125000.0,,,0,0
305,10021800-01,2006,-2.385441063,0.41031661,1.046153846,0.573898052,0,2,11,1,0,0,0,0,0,0,0,2,10,2,0,Grace Lake,Lower Minnesota River,-93.60623072,44.82448386,14,14,2.928571429,3.0,F,Grace Lake-1,454,0.6148372089999999,2.5435044280000003,0,0,162900,110850.0,1062.0,622.0,0,0,327,0,0,158400.0,72400.0,1651.0,1078.0,22,0
1392,82009700-01,2006,-2.385494939,0.329284617,1.475,0.937962007,2,1,5,4,0,0,0,1,0,0,2,5,3,2,0,La Lake,Mississippi River - Twin Cities,-92.97139840000001,44.88725237,12,12,2.916666667,2.416666667,C,La Lake-1,213,1.9452830190000001,5.877625405,0,0,235500,85000.0,1076.0,871.0,6,0,141,0,0,259990.0,93346.25,1012.0,1921.0,22,0
746,27010700-01,2009,-3.1993555060000003,1.220648961,2.707142857,1.140319986,1,7,3,2,1,0,0,0,1,0,3,3,5,3,0,Parkers Lake,Mississippi River - Twin Cities,-93.47113278,44.99224427,14,14,2.642857143,2.5714285709999998,B,Parkers Lake-1,710,0.701087571,3.650517753,0,0,226800,112750.0,0.0,0.0,0,0,561,0,0,171798.0,150983.0,2586.0,1482.0,14,0
1690,82031300-01,2009,-3.3237546769999997,0.23550244399999998,1.1972857140000002,0.6491570729999999,0,0,2,5,0,0,0,1,0,0,1,3,3,0,0,Goetschel Lake,Lower St. Croix River,-92.86728656,45.01620735,7,7,3.714285714,2.285714286,C,Goetschel Lake-1,172,1.8432558140000002,4.227596871,0,0,450300,159475.0,2410.0,1429.0,0,172,0,0,0,450000.0,316000.0,450300.0,159475.0,0,0
602,19045100-01,2013,-3.182118692,0.307439068,2.225,0.357071421,4,2,2,4,0,0,0,0,1,0,5,4,3,0,0,Sunset Pond,Lower Minnesota River,-93.32441925,44.75482629,12,12,2.5,1.8333333330000001,B,Sunset Pond-1,799,0.638025317,2.549575605,0,0,213900,56900.0,2018.0,802.0,0,0,689,610,0,214000.0,107000.0,2771.0,815.0,16,0
1699,82031800-01,2014,-2.685274765,0.344212918,1.193333333,0.22540199800000002,0,5,7,0,0,0,1,0,0,0,0,9,3,0,0,July Lake,Lower St. Croix River,-92.90761071,45.12373418,12,12,2.583333333,2.25,D,July Lake-1,50,5.2328,3.459489782,0,0,276900,289450.0,1120.0,1773.75,0,0,34,30,0,290450.0,238800.0,,,0,0
780,27015300-01,2009,-1.601087062,0.503241951,0.47071428600000004,0.07141043700000001,1,4,8,1,0,1,0,0,0,0,0,9,5,0,0,Ardmore Lake,South Fork Crow River,-93.63667751,45.03286713,14,14,2.642857143,2.357142857,F,Ardmore Lake-1,309,0.461165049,1.031612312,0,0,239000,303000.0,1108.0,1635.0,0,0,250,0,0,154037.5,141375.0,2236.0,2371.0,6,0
942,70005000-01,2009,-3.162018677,0.778225113,1.213636364,0.568370878,7,4,0,0,0,0,0,1,0,0,3,5,3,0,0,McMahon Lake,Lower Minnesota River,-93.41373865,44.63309631,11,11,1.363636364,2.0,C,McMahon Lake-1,53,6.124716981000001,6.088113767,0,0,273000,300000.0,1144.0,1600.0,9,0,33,0,0,250825.0,369450.0,,,0,0
1192,82004200-01,2006,-1.413565299,0.612663283,0.32657142899999997,0.16314089699999998,0,0,0,7,0,1,0,0,0,0,0,0,3,3,1,Lynch Lake,Lower St. Croix River,-92.88395835,45.15170647,7,7,4.0,3.714285714,F,Lynch Lake-1,22,14.50583333,13.10141454,0,0,387500,214075.0,1644.0,1495.75,2,0,19,0,0,198000.0,255000.0,2194.0,1380.0,0,0
1133,82002500-01,2010,-2.290796608,0.264856068,0.9985714290000001,0.37064936600000004,0,0,1,6,0,0,1,0,0,0,0,1,6,0,0,Louise Lake,Lower St. Croix River,-92.84729796,45.12194563,7,7,3.857142857,2.857142857,D,Louise Lake-1,28,11.935,10.86646745,0,0,406250,587000.0,1440.0,2104.0,2,0,20,18,0,127500.0,204725.0,,,0,0
1642,82015900-01,2004,-3.516189395,0.334532608,2.2970714290000003,0.867012862,1,13,0,0,0,0,0,0,1,0,0,10,4,0,0,Forest Lake,Lower St. Croix River,-92.96654615,45.28220571,14,14,1.928571429,2.285714286,B,Forest Lake-1,2637,0.417363782,0.7910460359999999,0,0,160500,209900.0,0.0,0.0,0,0,2637,0,0,103336.0,66450.0,1368.0,1302.0,0,0
1267,82005600-01,2008,,,1.9158571430000002,0.371798525,2,4,1,0,0,0,0,0,0,0,3,4,0,0,0,German Lake,Lower St. Croix River,-92.88041957,45.26039589,7,7,1.857142857,1.571428571,F,German Lake-1,41,15.84225,15.20797943,0,0,317400,74100.0,0.0,0.0,6,41,0,0,0,180000.0,200000.0,314500.0,215450.0,0,0
1200,82004200-01,2014,-2.55857511,0.5767877339999999,0.7433333329999999,0.299182461,0,0,13,11,0,1,0,1,0,0,0,1,18,5,0,Lynch Lake,Lower St. Croix River,-92.88395835,45.15170647,24,24,3.458333333,3.166666667,F,Lynch Lake-1,24,14.50583333,12.81343619,0,0,392850,190700.0,1684.5,1222.25,2,0,20,20,0,198000.0,144750.0,,,0,0
179,10002900-01,2005,-1.975087855,0.426788785,0.7214285709999999,0.293987366,0,5,7,1,0,0,1,0,0,0,0,5,7,0,1,Miller Lake,Lower Minnesota River,-93.74305702,44.78713912,13,13,2.692307692,2.769230769,D,Miller Lake-1,4,118.5825,54.03575136,2,2,468750,935850.0,918.0,7997.25,2,0,2,0,0,341250.0,137500.0,1063.5,2610.0,0,0
728,27009400-01,2009,-3.5246323680000002,0.269256996,2.586666667,0.44539976700000006,7,3,0,1,1,0,0,0,1,0,12,2,0,0,0,Lone Lake,Lower Minnesota River,-93.42983095,44.90207652,12,14,1.8333333330000001,1.142857143,B,Lone Lake-1,251,1.092430279,9.82793761,0,0,210100,256900.0,0.0,2293.0,0,0,205,0,0,195000.0,210000.0,2484.0,3173.0,6,0
972,70007400-01,2007,-1.696306581,0.7962880370000001,0.517777778,0.211351471,2,1,0,6,0,1,0,0,0,0,0,4,4,1,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,9,9,3.111111111,2.666666667,F,Dean Lake-1,644,1.463913044,8.826289863,0,0,265300,171425.0,1008.0,734.0,2,0,448,0,0,293402.0,102414.5,,,0,0
1589,82013401-01,2013,-2.644248476,0.5212377260000001,0.8833333329999999,0.625166645,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,Lost Lake,Mississippi River - Twin Cities,-92.96992376,45.05205944,3,3,2.666666667,3.0,F,Lost Lake-1,254,1.1107086609999999,2.597371484,0,0,259300,179400.0,1681.0,1100.0,0,0,206,198,4,201250.0,187840.5,,,0,0
48,02007900-01,2004,-1.538191796,0.286808479,0.403571429,0.131125726,0,0,0,0,2,1,0,0,0,0,0,4,6,3,0,Highland Lake,Mississippi River - Twin Cities,-93.23309565,45.05890169,2,13,5.0,2.923076923,F,Highland Lake-1,714,0.303305322,0.570988414,0,0,206753,100272.75,0.0,0.0,0,0,682,0,0,163900.0,62612.5,1981.5,952.0,34,0
720,27009100-01,2010,-2.560706155,0.40473826799999996,0.892857143,0.223483903,0,0,0,7,7,0,1,0,0,0,0,7,7,0,0,Wing Lake,Lower Minnesota River,-93.47439386,44.90265772,14,14,4.5,2.5,D,Wing Lake-1,422,0.695673077,0.580651507,0,0,361300,162400.0,1726.0,834.0,0,0,370,0,0,270975.0,272250.0,4478.0,2144.75,14,0
1044,82001000-01,2008,-2.829437125,0.426386079,1.6752352940000002,0.8954573220000001,0,3,3,9,2,0,0,1,0,0,0,4,10,2,1,McDonald Lake,Lower St. Croix River,-92.84392332,45.01696278,17,17,3.588235294,3.0,C,McDonald Lake-1,133,4.233909774,6.686199359,0,0,656700,218400.0,0.0,0.0,0,133,0,0,0,439165.0,615100.0,655600.0,218850.0,1,0
1597,82013500-01,2014,-3.4150759269999997,0.322023646,1.918333333,0.35717876,0,1,4,1,0,0,0,0,0,0,0,3,3,0,0,Echo Lake,Lower St. Croix River,-92.97449078,45.04335918,6,6,3.0,2.5,F,Echo Lake-1,406,1.0841379309999999,5.279278628,0,0,448800,172700.0,2514.0,941.0,0,0,364,374,0,384450.0,321651.0,,,0,0
99,10000500-01,2009,-3.88789628,0.450480824,4.0642857139999995,1.226381258,7,5,2,0,0,0,0,0,0,1,5,8,1,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1.642857143,1.714285714,A,Courthouse Lake-1,277,0.729783394,3.429712556,0,0,169400,91750.0,1310.0,449.5,0,0,110,0,0,181000.0,166293.5,1865.0,1163.0,10,0
1373,82009200-01,2009,-1.974096226,1.6122543619999998,2.503714286,1.388678809,0,2,8,4,0,0,0,0,1,0,0,6,8,0,0,Powers Lake,Mississippi River - Twin Cities,-92.89985034,44.92635622,14,14,3.142857143,2.5714285709999998,B,Powers Lake-1,538,0.765836431,4.460476437,0,0,421900,174525.0,2233.0,1038.25,0,538,0,0,0,375000.0,204187.0,421900.0,174525.0,0,0
578,19034900-01,2010,-2.332128941,0.226704288,0.6571428570000001,0.20648816600000003,0,1,1,12,0,0,1,0,0,0,0,2,5,7,0,East Lake,Mississippi River - Lake Pepin,-93.17217740000001,44.70651847,14,14,3.785714286,3.357142857,D,East Lake-1,676,0.809731544,3.5591751680000003,0,0,144800,66000.0,1519.0,1596.0,0,2,352,434,0,184149.0,41420.0,1961.0,554.5,12,0
1286,82006500-01,2014,-3.2811727439999996,0.498584546,1.6125,0.20122917699999998,0,3,8,1,0,0,0,0,0,0,0,9,3,0,0,Hay Lake,Lower St. Croix River,-92.81398535,45.23381325,12,12,2.833333333,2.25,F,Hay Lake-1,68,4.6861764710000005,4.881662926000001,0,0,324600,258800.0,1267.5,1936.0,8,0,56,42,0,245000.0,305000.0,,,0,0
1187,82003600-01,2014,-3.038099182,0.879182582,0.848333333,0.199081223,0,0,0,12,0,0,0,0,0,0,0,1,11,0,0,Turtle Lake,Lower St. Croix River,-92.8674582,45.17814441,12,12,4.0,2.916666667,F,Turtle Lake-1,18,19.62111111,12.96389506,0,0,246000,201300.0,0.0,0.0,12,0,2,2,0,,,,,0,0
751,27011102-01,2006,-2.390706384,0.359364158,0.9363636359999999,0.42490640700000004,0,2,9,0,0,0,1,0,0,0,0,1,9,1,0,Pike Lake,Mississippi River - Twin Cities,-93.41943368,45.06640871,11,11,2.8181818180000002,3.0,D,Pike Lake-1,219,,,0,0,219400,69100.0,0.0,0.0,0,0,181,0,0,141950.0,130100.0,2525.0,947.0,10,0
87,10000200-01,2014,-3.3173642439999997,0.47727510799999995,1.953846154,0.8608284620000001,1,2,9,1,0,0,0,1,0,0,0,4,7,2,0,Riley Lake,Lower Minnesota River,-93.51695191,44.83469027,13,13,2.769230769,2.8461538460000004,C,Riley Lake-1,104,1.369230769,1.904600303,0,0,266400,531875.0,0.0,2229.25,0,0,60,0,0,518000.0,417260.0,5299.0,8588.0,20,0
617,27000400-01,2012,-1.74630948,0.423584908,0.267857143,0.07234304700000001,0,0,0,13,1,1,0,0,0,0,0,11,3,0,0,Penn Lake,Lower Minnesota River,-93.30604716,44.84744866,14,14,4.071428571,2.214285714,F,Penn Lake-1,731,0.497366255,2.300473955,0,0,197500,38800.0,0.0,0.0,0,0,637,0,0,150030.0,123250.0,2667.0,613.0,20,0
1067,82001400-01,2014,-4.5655363939999996,0.590282751,5.738181817999999,0.835665222,12,0,0,0,0,0,0,0,0,1,6,6,0,0,0,Little Carnelian Lake,Lower St. Croix River,-92.79566883,45.11864663,12,12,1.0,1.5,A,Little Carnelian Lake-1,58,5.16137931,2.800111181,0,0,704600,463525.0,2852.0,3597.25,0,0,32,40,2,272500.0,485375.0,,,0,0
1317,82007700-01,2007,-2.227358853,0.5629418829999999,0.9580714290000001,0.79394579,0,2,0,12,0,0,1,0,0,0,0,4,2,8,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,3.714285714,3.285714286,D,Goggins Lake-1,28,,,0,0,532350,195625.0,0.0,0.0,4,28,0,0,0,200000.0,306773.25,,,0,0
1279,82006500-01,2006,-2.621070944,0.296223587,1.8507142859999999,0.270219488,0,2,5,0,0,0,0,1,0,0,0,7,0,0,0,Hay Lake,Lower St. Croix River,-92.81398535,45.23381325,7,7,2.714285714,2.0,C,Hay Lake-1,72,5.786111111,8.600606051,0,0,346450,326250.0,1255.0,1930.0,8,0,58,0,0,245000.0,186500.0,2440.0,1668.0,2,0
914,70001800-01,2004,-3.79445722,0.300196358,1.94,0.435562034,0,0,0,14,0,0,0,0,1,0,1,7,6,0,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,14,14,4.0,2.357142857,B,Cates Lake-1,580,0.752530329,1.154950926,0,0,230800,225750.0,1348.0,598.0,0,0,447,509,3,225000.0,225100.0,,,39,0
1529,82012200-01,2006,-3.406377243,0.324708842,2.33,1.106596383,4,3,3,0,0,0,0,0,1,0,2,8,0,0,0,Pine Tree Lake,Mississippi River - Twin Cities,-92.95386928,45.10231359,10,10,1.9,1.8,B,Pine Tree Lake-1,174,6.019772727,12.35462006,0,0,489800,661900.0,1784.0,2901.0,8,0,134,0,0,419900.0,533000.0,4056.0,5185.5,2,0
1547,82012300-01,2013,-3.7231107289999996,0.336235565,2.343,0.505455501,4,17,14,1,0,0,0,0,2,0,1,30,5,0,0,Bass Lake,Lower St. Croix River,-92.91784653,45.09714182,36,36,2.333333333,2.111111111,B,Bass Lake-1,94,4.687234043,3.14024566,0,0,310800,61900.0,1920.0,880.0,0,0,80,80,0,300000.0,265000.0,,,0,0
1457,82010700-01,2014,-3.506752768,0.595209177,1.5445,0.937462841,1,4,6,9,0,0,0,2,0,0,0,1,5,12,1,Sunfish Lake,Lower St. Croix River,-92.89160242,44.99924011,20,19,3.15,3.684210526,C,Sunfish Lake-2,158,3.155443038,5.522689918999999,0,0,460100,414900.0,1772.0,2780.0,4,0,102,102,0,159950.0,177375.0,,,0,0
